,propeller,parent_f_name,parent_t_name,detected_topology,blades_similarity,topology_ration,Superkingdom,Phylum,Class,Order,Genus,Species,Classification,Termini_distance,Protein_coverage
9251,WP_075447010.1_#1,SGL,7-bladed,10,69.77,1.4285714285714286,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Kryptonium thompsoni,Complete,1,92.45283018867924
9252,CUT07957.1_#1,SGL,7-bladed,11,75.3,1.5714285714285714,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Kryptonium thompsoni,Complete,2,93.09664694280079
9253,WP_075457650.1_#1,SGL,7-bladed,6,63.41,0.8571428571428571,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Kryptonium thompsoni,Complete,150,28.639618138424822
9254,CUT08818.1_#1,SGL,7-bladed,3,80.0,0.42857142857142855,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Kryptonium thompsoni,Complete,2,54.54545454545455
9255,WP_140945682.1_#1,SGL,7-bladed,3,66.67,0.42857142857142855,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Thermokryptus mobilis,Complete,1,51.61290322580645
9256,CUU07131.1_#1,SGL,7-bladed,12,69.05,1.7142857142857142,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Kryptobacter tengchongensis,Complete,34,79.43786982248521
9257,OIO15161.1_#1,SGL,7-bladed,2,76.47,0.2857142857142857,Bacteria,Ignavibacteriae,Ignavibacteria,na,Ignavibacteria,Ignavibacteria bacterium CG1_02_37_35,Complete,2,78.87323943661971
9258,OIO15162.1_#1,SGL,7-bladed,2,83.33,0.2857142857142857,Bacteria,Ignavibacteriae,Ignavibacteria,na,Ignavibacteria,Ignavibacteria bacterium CG1_02_37_35,Complete,2,90.75630252100841
9259,OGU14720.1_#1,SGL,7-bladed,13,68.67,1.8571428571428572,Bacteria,Ignavibacteriae,Ignavibacteria,na,Ignavibacteria,Ignavibacteria bacterium RIFOXYC2_FULL_35_21,Complete,35,79.97218358831711
9260,TSA39881.1_#1,Glyco_hydro,5-bladed,2,87.5,0.4,Bacteria,na,na,na,bacterium,bacterium,Complete,1,96.7741935483871
9261,TWT36614.1_#1,Glyco_hydro,5-bladed,2,87.5,0.4,Bacteria,Planctomycetes,na,na,Planctomycetes,Planctomycetes bacterium KOR34,Incomplete,70,34.53947368421053
9262,WP_131132110.1_#1,Glyco_hydro,5-bladed,2,80.0,0.4,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Arthrobacter,Arthrobacter sp. S39,Incomplete,145,35.30612244897959
9263,WP_066288323.1_#1,Glyco_hydro,5-bladed,2,80.0,0.4,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Arthrobacter,Arthrobacter sp. B6,Incomplete,141,35.670103092783506
9264,WP_111709598.1_#1,Glyco_hydro,5-bladed,2,81.25,0.4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Lutibacter,Lutibacter sp. 1KV19,Incomplete,86,30.35143769968051
9265,RKZ31716.1_#1,RGL11_C,8-bladed,8,65.56,1.0,Bacteria,na,na,na,bacterium,bacterium,Complete,82,66.60583941605839
9266,GBC82084.1_#1,RGL11_C,8-bladed,2,80.56,0.25,Bacteria,na,na,na,bacterium,bacterium HR10,Complete,3,82.6086956521739
9267,KAA0231742.1_#1,RGL11_C,8-bladed,3,65.79,0.375,Bacteria,na,na,na,candidate,candidate division KSB1 bacterium,Complete,4,41.32231404958678
9268,TET44831.1_#1,RGL11_C,8-bladed,8,67.95,1.0,Bacteria,na,na,na,candidate,candidate division TA06 bacterium,Complete,87,65.22522522522523
9269,KPJ72832.1_#1,RGL11_C,8-bladed,8,63.78,1.0,Bacteria,na,na,na,candidate,candidate division TA06 bacterium DG_78,Complete,129,37.34939759036145
9270,TAH37343.1_#1,RGL11_C,8-bladed,7,64.41,0.875,Bacteria,Planctomycetes,na,na,Planctomycetes,Planctomycetes bacterium,Complete,145,47.1584038694075
9271,PCJ54123.1_#1,RGL11_C,8-bladed,7,69.64,0.875,Bacteria,Planctomycetes,na,na,Planctomycetes,Planctomycetes bacterium,Complete,37,70.55749128919861
9272,WP_153989682.1_#1,RGL11_C,8-bladed,2,71.43,0.25,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetales,Planctomycetales bacterium 10988,Incomplete,191,10.324232081911262
9273,WP_095739958.1_#1,RGL11_C,8-bladed,6,78.87,0.75,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Rhodopirellula,Rhodopirellula sp. SM50,Complete,983,11.82687468545546
9274,ADZ22933.1_#1,RGL11_C,8-bladed,4,72.22,0.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridium,Clostridium acetobutylicum,Complete,30,65.90296495956873
9275,EPF26288.1_#1,RGL11_C,8-bladed,2,88.46,0.25,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponema,Treponema socranskii subsp. paredis ATCC 35535,Complete,1590,3.1086577571179546
9276,WP_002811735.1_#1,RGL11_C,8-bladed,8,76.79,1.0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Nitrosococcus,Nitrosococcus oceani,Complete,65,80.91168091168092
9277,WP_036501706.1_#1,RGL11_C,8-bladed,6,75.0,0.75,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Nitrosococcus,Nitrosococcus oceani,Complete,63,74.95961227786754
9278,WP_139458285.1_#1,RGL11_C,8-bladed,7,67.69,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,Bathymodiolus,Bathymodiolus thermophilus thioautotrophic gill symbiont,Complete,214,44.67483506126296
9279,SHA33124.1_#2,RGL11_C,8-bladed,6,70.83,0.75,Bacteria,Proteobacteria,Gammaproteobacteria,na,Bathymodiolus,Bathymodiolus thermophilus thioautotrophic gill symbiont,Complete,687,17.464377055169894
9280,SHA33124.1_#3,RGL11_C,8-bladed,7,70.15,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,Bathymodiolus,Bathymodiolus thermophilus thioautotrophic gill symbiont,Complete,883,17.391304347826086
9281,WP_122951416.1_#1,RGL11_C,8-bladed,6,77.36,0.75,Bacteria,Proteobacteria,Gammaproteobacteria,na,Bathymodiolus,Bathymodiolus thermophilus thioautotrophic gill symbiont,Complete,93,61.92307692307692
9282,WP_139458520.1_#1,RGL11_C,8-bladed,7,74.86,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,Bathymodiolus,Bathymodiolus thermophilus thioautotrophic gill symbiont,Complete,36,67.63085399449035
9283,SGZ90255.1_#1,RGL11_C,8-bladed,6,76.0,0.75,Bacteria,Proteobacteria,Gammaproteobacteria,na,Bathymodiolus,Bathymodiolus thermophilus thioautotrophic gill symbiont,Complete,211,23.480392156862745
9284,AYQ55822.1_#1,RGL11_C,8-bladed,7,74.47,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,Bathymodiolus,Bathymodiolus thermophilus thioautotrophic gill symbiont,Complete,670,24.131179637787568
9285,WP_122952196.1_#1,RGL11_C,8-bladed,6,81.69,0.75,Bacteria,Proteobacteria,Gammaproteobacteria,na,Bathymodiolus,Bathymodiolus thermophilus thioautotrophic gill symbiont,Complete,2,69.01615271659324
9286,WP_139458286.1_#1,RGL11_C,8-bladed,7,69.23,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,Bathymodiolus,Bathymodiolus thermophilus thioautotrophic gill symbiont,Complete,184,54.40835266821346
9287,WP_122951061.1_#1,RGL11_C,8-bladed,7,71.43,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,Bathymodiolus,Bathymodiolus thermophilus thioautotrophic gill symbiont,Complete,216,21.73120728929385
9288,VVM20634.1_#1,RGL11_C,8-bladed,7,76.47,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,141,44.50600184672207
9289,VVM22221.1_#1,RGL11_C,8-bladed,7,72.45,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,10,42.95925661186562
9290,VVM22221.1_#2,RGL11_C,8-bladed,7,77.14,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,204,33.95282344531808
9291,VVM24866.1_#1,RGL11_C,8-bladed,7,83.33,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,205,48.839556004036325
9292,VVM21048.1_#1,RGL11_C,8-bladed,6,76.92,0.75,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,203,51.56599552572707
9293,VVM17633.1_#1,RGL11_C,8-bladed,6,71.64,0.75,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,200,54.71910112359551
9294,VVH67098.1_#1,RGL11_C,8-bladed,7,61.82,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,183,53.8638985005767
9295,VVM20356.1_#2,RGL11_C,8-bladed,6,71.64,0.75,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,203,30.783817951959545
9296,VVM24292.1_#1,RGL11_C,8-bladed,15,68.85,1.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,3,88.81889763779527
9297,VVM21049.1_#1,RGL11_C,8-bladed,6,72.92,0.75,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,7,19.984233346472212
9298,VVM21049.1_#2,RGL11_C,8-bladed,7,77.78,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,720,18.722901064249115
9299,VVM21049.1_#3,RGL11_C,8-bladed,7,69.01,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,660,18.565234528971224
9300,VVM24742.1_#1,RGL11_C,8-bladed,8,74.08,1.0,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,145,41.56976744186046
9301,VVM26228.1_#1,RGL11_C,8-bladed,7,73.29,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,9,33.82022471910113
9302,VVM26228.1_#2,RGL11_C,8-bladed,7,77.78,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,585,26.685393258426966
9303,VVM26228.1_#3,RGL11_C,8-bladed,5,68.52,0.625,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,42,18.651685393258425
9304,VVM18072.1_#1,RGL11_C,8-bladed,7,81.82,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,106,12.193915409349493
9305,WP_051301889.1_#1,RGL11_C,8-bladed,3,77.78,0.375,Bacteria,Proteobacteria,Gammaproteobacteria,na,Sedimenticola,Sedimenticola selenatireducens,Incomplete,16,19.666666666666668
9306,WP_133718832.1_#1,RGL11_C,8-bladed,7,63.93,0.875,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylocaldum,Methylocaldum sp. 0917,Complete,50,71.92374350086655
9307,TMJ20094.1_#1,RGL11_C,8-bladed,6,68.75,0.75,Bacteria,Proteobacteria,Alphaproteobacteria,na,Alphaproteobacteria,Alphaproteobacteria bacterium,Complete,14,76.71641791044776
9308,WP_138830755.1_#1,RGL11_C,8-bladed,2,83.33,0.25,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobium,Bradyrhizobium sp. KBS0727,Incomplete,1961,2.634759487551366
9309,WP_142835785.1_#1,RGL11_C,8-bladed,6,61.11,0.75,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paenimaribius,Paenimaribius caenipelagi,Complete,160,49.859154929577464
9310,OHC54111.1_#1,RGL11_C,8-bladed,7,77.78,0.875,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacterales,Rhodobacterales bacterium RIFCSPHIGHO2_12_FULL_62_75,Complete,4,77.85123966942149
9311,PIE11113.1_#1,RGL11_C,8-bladed,7,63.19,0.875,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacterales,Rhodobacterales bacterium,Complete,253,26.084737110770803
9312,WP_108788793.1_#1,RGL11_C,8-bladed,7,78.95,0.875,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Ruegeria,Ruegeria mediterranea M17,Complete,15,64.6746347941567
9313,WP_084675925.1_#1,RGL11_C,8-bladed,6,71.23,0.75,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Candidatus,Candidatus Paracaedibacter acanthamoebae,Complete,47,65.88072122052705
9314,WP_132293695.1_#1,RGL11_C,8-bladed,7,69.86,0.875,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Paracraurococcus,Paracraurococcus sp. NE82,Complete,9,55.91274397244546
9315,WP_109902629.1_#1,RGL11_C,8-bladed,6,75.93,0.75,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Zavarzinia,Zavarzinia sp. HR-AS,Complete,36,70.95046854082999
9316,WP_121939232.1_#1,RGL11_C,8-bladed,2,81.91,0.25,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Eilatimonas,Eilatimonas milleporae,Complete,17,47.70992366412214
9317,PKN48231.1_#1,RGL11_C,8-bladed,2,82.35,0.25,Bacteria,Proteobacteria,Deltaproteobacteria,na,Deltaproteobacteria,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-20,Incomplete,41,25.0
9318,WP_015946924.1_#1,RGL11_C,8-bladed,13,60.78,1.625,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfatibacillum,Desulfatibacillum aliphaticivorans,Complete,18,83.35467349551857
9319,WP_093523988.1_#1,RGL11_C,8-bladed,2,80.77,0.25,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Stigmatella,Stigmatella erecta,Incomplete,287,9.076305220883533
9320,OYU11517.1_#1,RGL11_C,8-bladed,6,68.75,0.75,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae bacterium PBBC1,Incomplete,2537,6.798245614035087
9321,WP_100132178.1_#1,RGL11_C,8-bladed,7,70.15,0.875,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Limnohabitans,Limnohabitans sp. B9-3,Complete,918,10.63412508171715
9322,WP_132467054.1_#1,RGL11_C,8-bladed,6,63.16,0.75,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonas,Nitrosomonas sp. Nm86,Complete,4,35.624012638230646
9323,WP_110337547.1_#1,RGL11_C,8-bladed,7,62.22,0.875,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonas,Nitrosomonas sp. Nm86,Complete,674,23.6896197327852
9324,WP_110337521.1_#1,RGL11_C,8-bladed,7,66.67,0.875,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonas,Nitrosomonas sp. Nm86,Complete,13,71.898355754858
9325,WP_110381599.1_#1,RGL11_C,8-bladed,7,70.32,0.875,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonas,Nitrosomonas ureae,Complete,131,40.41411042944785
9326,WP_103966695.1_#1,RGL11_C,8-bladed,7,76.92,0.875,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonas,Nitrosomonas ureae,Complete,14,71.77177177177177
9327,WP_074701531.1_#2,RGL11_C,8-bladed,7,67.83,0.875,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonas,Nitrosomonas ureae,Complete,131,39.90963855421687
9328,WP_107786062.1_#1,RGL11_C,8-bladed,8,69.01,1.0,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonas,Nitrosomonas ureae,Complete,7,75.24339360222531
9329,WP_096293605.1_#1,RGL11_C,8-bladed,7,61.97,0.875,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonas,Nitrosomonas ureae,Complete,5,70.71005917159763
9330,WP_090718955.1_#2,RGL11_C,8-bladed,8,68.48,1.0,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonas,Nitrosomonas sp. Nm166,Complete,191,40.01542020046261
9331,WP_089415922.1_#1,RGL11_C,8-bladed,7,82.43,0.875,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Vitreoscilla,Vitreoscilla filiformis,Complete,211,44.67697907188353
9332,SES78900.1_#1,RGL11_C,8-bladed,2,82.14,0.25,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae bacterium KH2P17,Complete,852,3.04228780042592
9333,SES78900.1_#2,RGL11_C,8-bladed,2,76.67,0.25,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae bacterium KH2P17,Complete,1523,5.932461210830545
9334,WP_062056972.1_#1,RGL11_C,8-bladed,3,94.0,0.375,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Aquimarina,Aquimarina longa,Complete,134,31.178310740354537
9335,WP_050021210.1_#1,RGL11_C,8-bladed,2,83.33,0.25,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Chryseobacterium,Chryseobacterium sp. P1-3,Complete,58,5.879027699265121
9336,WP_066218837.1_#1,RGL11_C,8-bladed,3,90.0,0.375,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Formosa,Formosa haliotis,Complete,19,30.275229357798164
9337,OFY33720.1_#1,RGL11_C,8-bladed,13,61.7,1.625,Bacteria,Bacteroidetes,na,na,Bacteroidetes,Bacteroidetes bacterium RIFOXYA12_FULL_38_20,Complete,39,83.09178743961353
9338,OFY36131.1_#1,RGL11_C,8-bladed,14,61.54,1.75,Bacteria,Bacteroidetes,na,na,Bacteroidetes,Bacteroidetes bacterium RIFOXYA12_FULL_38_20,Complete,6,88.88888888888889
9339,OFY79814.1_#1,RGL11_C,8-bladed,13,74.51,1.625,Bacteria,Bacteroidetes,na,na,Bacteroidetes,Bacteroidetes bacterium RIFOXYA12_FULL_38_20,Complete,24,85.84415584415585
9340,OFY36143.1_#1,RGL11_C,8-bladed,15,72.55,1.875,Bacteria,Bacteroidetes,na,na,Bacteroidetes,Bacteroidetes bacterium GWF2_38_335,Complete,24,87.5
9341,WP_096091724.1_#1,RGL11_C,8-bladed,6,60.47,0.75,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacteriaceae bacterium,Complete,20,82.98217179902755
9342,WP_095511854.1_#1,RGL11_C,8-bladed,7,62.5,0.875,Bacteria,Rhodothermaeota,Rhodothermia,Rhodothermales,Rubrivirga,Rubrivirga marina,Complete,34,49.21052631578947
9343,WP_014275246.1_#1,RGL11_C,8-bladed,8,73.44,1.0,Bacteria,Cyanobacteria,na,Oscillatoriales,Arthrospira,Arthrospira platensis NIES-39,Complete,152,55.76923076923077
9344,WP_006098672.1_#1,RGL11_C,8-bladed,6,69.23,0.75,Bacteria,Cyanobacteria,na,Oscillatoriales,Coleofasciculus,Coleofasciculus chthonoplastes PCC 7420,Complete,11,34.116809116809115
9345,WP_066119466.1_#1,RGL11_C,8-bladed,14,83.1,1.75,Bacteria,Cyanobacteria,na,Chroococcales,Geminocystis,Geminocystis sp. NIES-3709,Complete,4,57.58266818700114
9346,WP_007307935.1_#1,RGL11_C,8-bladed,6,78.57,0.75,Bacteria,Cyanobacteria,na,Chroococcales,Crocosphaera,Crocosphaera watsonii WH 8501,Complete,61,51.76767676767677
9347,RCJ34311.1_#1,RGL11_C,8-bladed,7,76.36,0.875,Bacteria,Cyanobacteria,na,Nostocales,Nostoc,Nostoc punctiforme NIES-2108,Complete,13,57.226792009400704
9348,WP_152589195.1_#2,RGL11_C,8-bladed,6,79.59,0.75,Bacteria,Cyanobacteria,na,Nostocales,Nostoc,Nostoc sphaeroides CCNUC1,Complete,335,32.06106870229008
9349,WP_100901902.1_#1,RGL11_C,8-bladed,7,78.04,0.875,Bacteria,Cyanobacteria,na,Nostocales,Nostoc,Nostoc flagelliforme CCNUN1,Complete,9,36.195883605393895
9350,WP_100903748.1_#1,RGL11_C,8-bladed,7,84.72,0.875,Bacteria,Cyanobacteria,na,Nostocales,Nostoc,Nostoc flagelliforme CCNUN1,Complete,17,57.66081871345029
9351,WP_012408179.1_#1,RGL11_C,8-bladed,7,71.93,0.875,Bacteria,Cyanobacteria,na,Nostocales,Nostoc,Nostoc punctiforme PCC 73102,Complete,13,29.647340107591155
9352,WP_012408179.1_#2,RGL11_C,8-bladed,7,77.78,0.875,Bacteria,Cyanobacteria,na,Nostocales,Nostoc,Nostoc punctiforme PCC 73102,Complete,540,29.527794381350866
9353,PZU93160.1_#1,RGL11_C,8-bladed,14,80.28,1.75,Bacteria,Cyanobacteria,na,Synechococcales,Pseudanabaena,Pseudanabaena sp.,Complete,5,73.31871345029239
9354,WP_006457754.1_#1,RGL11_C,8-bladed,7,77.94,0.875,Bacteria,Cyanobacteria,na,Synechococcales,Synechococcus,Synechococcus sp. PCC 7335,Complete,15,35.15981735159817
9355,WP_006457754.1_#2,RGL11_C,8-bladed,7,84.72,0.875,Bacteria,Cyanobacteria,na,Synechococcales,Synechococcus,Synechococcus sp. PCC 7335,Complete,222,37.138508371385086
9356,WP_110988765.1_#1,RGL11_C,8-bladed,7,70.18,0.875,Bacteria,Cyanobacteria,na,Synechococcales,Acaryochloris,Acaryochloris sp. RCC1774,Complete,13,50.413223140495866
9357,WP_063403486.1_#1,RGL11_C,8-bladed,7,70.25,0.875,Bacteria,Cyanobacteria,na,Synechococcales,Prochlorococcus,Prochlorococcus marinus,Complete,618,36.62986077772444
9358,WP_006510253.1_#1,RGL11_C,8-bladed,7,62.96,0.875,Bacteria,Cyanobacteria,na,Pleurocapsales,Xenococcus,Xenococcus sp. PCC 7305,Complete,226,50.2092050209205
9359,WP_006510253.1_#2,RGL11_C,8-bladed,2,91.96,0.25,Bacteria,Cyanobacteria,na,Pleurocapsales,Xenococcus,Xenococcus sp. PCC 7305,Complete,5,13.07531380753138
9360,WP_052055941.1_#1,RGL11_C,8-bladed,7,66.07,0.875,Bacteria,Cyanobacteria,na,Pleurocapsales,Myxosarcina,Myxosarcina sp. GI1,Complete,11,61.26674786845311
9361,WP_011141838.1_#1,RGL11_C,8-bladed,7,77.82,0.875,Bacteria,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacter,Gloeobacter violaceus PCC 7421,Complete,6,80.7936507936508
9362,WP_023172094.1_#1,RGL11_C,8-bladed,7,68.27,0.875,Bacteria,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacter,Gloeobacter kilaueensis JS1,Complete,6,88.53615520282187
9363,TDI99290.1_#1,RGL11_C,8-bladed,9,61.9,1.125,Bacteria,Calditrichaeota,Calditrichae,Calditrichales,Caldithrix,Caldithrix sp.,Complete,56,74.27652733118971
9364,PIS28762.1_#1,RGL11_C,8-bladed,3,80.39,0.375,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Marinimicrobia bacterium CG08_land_8_20_14_0_20_45_22,Complete,27,14.729458917835672
9365,OGF26506.1_#1,RGL11_C,8-bladed,4,62.16,0.5,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Falkowbacteria bacterium RIFOXYA2_FULL_47_9,Complete,8,37.080536912751676
9366,WP_132524683.1_#1,RGL11_C,8-bladed,9,66.51,1.125,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Phorcysia,Phorcysia thermohydrogeniphila,Complete,21,46.98275862068966
9367,ENO11735.1_#1,RGL11_C,8-bladed,7,81.82,0.875,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmatales,Thermoplasmatales archaeon SCGC AB-539-C06,Incomplete,107,60.33210332103321
9368,AAU43714.1_#1,RGL11_C,8-bladed,8,82.98,1.0,Archaea,na,na,na,uncultured,uncultured archaeon GZfos26D8,Complete,85,62.15334420880914
9369,RLG37312.1_#1,RGL11_C,8-bladed,6,66.67,0.75,Archaea,candidate phyla,na,na,Candidatus,Candidatus Korarchaeota archaeon,Complete,2,49.08789386401327
9370,TSA23673.1_#1,PSII_BNR,7-bladed,7,60.98,1.0,Bacteria,na,na,na,bacterium,bacterium,Complete,27,65.56603773584905
9371,RIK61583.1_#1,PSII_BNR,7-bladed,6,78.57,0.8571428571428571,Bacteria,na,na,na,candidate,candidate division KSB1 bacterium,Complete,11,82.84789644012945
9372,KAA0224683.1_#1,PSII_BNR,7-bladed,4,77.78,0.5714285714285714,Bacteria,na,na,na,candidate,candidate division KSB1 bacterium,Complete,11,76.75438596491227
9373,WP_068663198.1_#1,PSII_BNR,7-bladed,14,64.1,2.0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillus,Paenibacillus oryzisoli,Complete,31,40.34431137724551
9374,WP_052492133.1_#1,PSII_BNR,7-bladed,7,72.41,1.0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thioploca,Thioploca ingrica,Complete,36,50.8411214953271
9375,ABQ25005.1_#1,PSII_BNR,7-bladed,5,60.0,0.7142857142857143,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacter,Geobacter uraniireducens Rf4,Incomplete,359,15.87719298245614
9376,WP_106822709.1_#1,PSII_BNR,7-bladed,13,72.16,1.8571428571428572,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacter,Syntrophobacter sp. SbD1,Complete,1,90.76923076923077
9377,PIW43014.1_#1,PSII_BNR,7-bladed,7,70.59,1.0,Bacteria,Proteobacteria,Zetaproteobacteria,na,Zetaproteobacteria,Zetaproteobacteria bacterium CG_4_10_14_0_8_um_filter_55_43,Complete,801,13.300248138957816
9378,WP_111630545.1_#1,PSII_BNR,7-bladed,3,75.13,0.42857142857142855,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Larkinella,Larkinella arboricola,Complete,81,11.218424962852897
9379,QBE69006.1_#1,PSII_BNR,7-bladed,6,75.76,0.8571428571428571,Bacteria,Cyanobacteria,na,Synechococcales,Synechococcus,Synechococcus sp. WH 8101,Complete,208,29.357798165137616
9380,OGU27737.1_#1,PSII_BNR,7-bladed,7,63.89,1.0,Bacteria,Ignavibacteriae,Ignavibacteria,na,Ignavibacteria,Ignavibacteria bacterium GWA2_54_16,Complete,28,66.25615763546799
9381,WP_051906166.1_#1,PSII_BNR,7-bladed,7,79.49,1.0,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermus,Thermus tengchongensis,Complete,1,39.50617283950617
9382,WP_060473976.1_#1,PSII_BNR,7-bladed,13,75.0,1.8571428571428572,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermus,Thermus aquaticus Y51MC23,Complete,0,90.21739130434783
9383,AFV77252.1_#1,PSII_BNR,7-bladed,2,90.48,0.2857142857142857,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermus,Thermus oshimai JL-2,Complete,1,27.96208530805687
9384,KOX88937.1_#1,PSII_BNR,7-bladed,3,72.69,0.42857142857142855,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermus,Thermus aquaticus,Complete,0,39.51048951048951
